User_ID,Age_Group,Source_Channel,User_Device,Video_Completion_Rate,Watch_Duration_Mins,Is_Speed_Watching,Drop_off_Point,Registration_Status,Lead_Score,Consultation_Booked,Enrollment_Status,NPS_Score,Feedback_Keywords
U000955,25-34,Douyin (TikTok China),iOS,0.53,10.6,Yes,Middle,Registered,75,Yes,Not Paid,10,"Instructor Boring, Pace Too Fast, Sales Too Pushy"
U000956,25-34,Douyin (TikTok China),iOS,0.74,14.7,No,End,Registered,79,No,Not Paid,1,"Audio Bad, Instructor Boring, Sales Too Pushy"
U000957,18-24,WeChat Moments (朋友圈),Android,0.98,19.6,No,End,Registered,92,No,Not Paid,5,"Hard to Follow, Too Expensive, Pace Too Fast"
U000958,18-24,WeChat Channels (视频号),iOS,0.7,13.9,No,Middle,Registered,88,Yes,Not Paid,5,"Content Too Basic, Need More Support, Not Enough Examples"
U000959,25-34,WeChat Moments (朋友圈),Android,0.99,19.7,No,Sales_Pitch,Registered,100,Yes,Paid,10,Good Instructor
U000960,18-24,Douyin (TikTok China),iOS,0.39,7.8,Yes,Middle,Registered,67,Yes,Not Paid,4,Too Expensive
U000961,25-34,WeChat Channels (视频号),Android,0.81,16.3,Yes,End,Registered,91,Yes,Not Paid,5,"Pace Too Fast, Instructor Boring"
U000962,35-44,WeChat Moments (朋友圈),Android,0.59,11.9,No,Middle,Registered,83,Yes,Not Paid,6,Not Enough Examples
U000963,25-34,WeChat Moments (朋友圈),PC,0.9,18.1,No,Sales_Pitch,Registered,88,No,Not Paid,3,"Not Enough Examples, Instructor Boring, Need More Support"
U000964,25-34,WeChat Channels (视频号),iOS,0.43,8.6,Yes,Sales_Pitch,Visitor,50,No,Not Paid,5,"Content Too Basic, Hard to Follow"
U000965,18-24,Douyin (TikTok China),iOS,0.5,9.9,Yes,Middle,Visitor,53,No,Not Paid,5,"Hard to Follow, Too Expensive"
U000966,25-34,WeChat Channels (视频号),Android,0.84,16.7,Yes,End,Registered,92,Yes,Not Paid,7,Content Too Basic
U000967,18-24,Douyin (TikTok China),Android,0.75,15.0,No,End,Visitor,71,No,Not Paid,5,"Content Too Basic, Not Enough Examples, Sales Too Pushy"
U000968,25-34,WeChat Channels (视频号),PC,0.47,9.3,No,Sales_Pitch,Registered,64,No,Not Paid,6,Pace Too Fast
U000969,35-44,Douyin (TikTok China),PC,0.98,19.7,No,End,Visitor,84,No,Not Paid,6,"Not Enough Examples, Sales Too Pushy"
U000970,25-34,WeChat Channels (视频号),PC,0.88,17.5,No,Sales_Pitch,Registered,98,Yes,Not Paid,6,"Pace Too Fast, Need More Support"
U000971,25-34,Douyin (TikTok China),Android,0.84,16.8,No,Sales_Pitch,Registered,96,Yes,Not Paid,5,Content Too Basic
U000972,35-44,Douyin (TikTok China),iOS,0.79,15.7,No,End,Registered,93,Yes,Not Paid,3,"Audio Bad, Content Too Basic, Sales Too Pushy"
U000973,25-34,WeChat Moments (朋友圈),iOS,0.58,11.6,No,Middle,Registered,92,Yes,Paid,9,"Easy to Follow, Good Instructor"
U000974,45-54,WeChat Moments (朋友圈),Android,0.69,13.7,No,Middle,Registered,98,Yes,Paid,8,"Good Audio, Want More Examples"
U000975,35-44,WeChat Channels (视频号),Android,0.75,15.0,No,End,Registered,100,Yes,Paid,8,Easy to Follow
U000976,35-44,Douyin (TikTok China),Android,0.56,11.1,No,Middle,Registered,81,Yes,Not Paid,4,Not Enough Examples
U000977,18-24,WeChat Channels (视频号),iOS,0.59,11.8,No,Middle,Visitor,63,No,Not Paid,7,"Sales Too Pushy, Hard to Follow"
U000978,18-24,Douyin (TikTok China),iOS,0.59,11.8,Yes,Middle,Registered,67,No,Not Paid,8,Sales Too Pushy
U000979,35-44,WeChat Channels (视频号),Android,0.79,15.8,Yes,End,Visitor,69,No,Not Paid,6,"Content Too Basic, Pace Too Fast, Sales Too Pushy"
U000980,18-24,Douyin (TikTok China),PC,0.82,16.4,No,Sales_Pitch,Registered,95,Yes,Not Paid,3,Sales Too Pushy
U000981,35-44,WeChat Moments (朋友圈),iOS,0.97,19.4,Yes,End,Registered,100,Yes,Paid,8,Want More Examples
U000982,25-34,Douyin (TikTok China),PC,0.72,14.4,Yes,End,Registered,74,No,Not Paid,6,"Need More Support, Instructor Boring, Not Enough Examples"
U000983,35-44,WeChat Moments (朋友圈),iOS,0.83,16.7,No,Sales_Pitch,Registered,100,Yes,Paid,8,"Practical Tips, Easy to Follow"
U000984,45-54,Douyin (TikTok China),Android,0.66,13.2,No,Middle,Registered,86,Yes,Not Paid,5,"Audio Bad, Sales Too Pushy"
U000985,35-44,Douyin (TikTok China),Android,0.61,12.2,No,Middle,Visitor,64,No,Not Paid,7,"Instructor Boring, Sales Too Pushy, Too Expensive"
U000986,25-34,WeChat Moments (朋友圈),iOS,0.99,19.8,No,Sales_Pitch,Registered,100,Yes,Not Paid,4,"Hard to Follow, Content Too Basic"
U000987,18-24,Douyin (TikTok China),Android,0.43,8.6,No,Middle,Visitor,54,No,Not Paid,5,"Instructor Boring, Too Expensive, Sales Too Pushy"
U000988,25-34,WeChat Moments (朋友圈),iOS,0.96,19.1,No,End,Registered,100,Yes,Paid,8,"Easy to Follow, Good Audio"
U000989,25-34,WeChat Channels (视频号),Android,0.46,9.2,Yes,Middle,Registered,71,Yes,Not Paid,7,Pace Too Fast
U000990,35-44,Douyin (TikTok China),PC,0.39,7.7,No,Middle,Registered,59,No,Not Paid,7,"Sales Too Pushy, Hard to Follow, Not Enough Examples"
U000991,35-44,WeChat Channels (视频号),Android,0.93,18.6,No,End,Registered,100,Yes,Not Paid,9,"Content Too Basic, Need More Support"
U000992,25-34,Douyin (TikTok China),iOS,0.59,11.8,Yes,Middle,Registered,79,Yes,Not Paid,5,"Need More Support, Content Too Basic, Hard to Follow"
U000993,25-34,Douyin (TikTok China),PC,0.54,10.9,Yes,Middle,Visitor,56,No,Not Paid,5,"Too Expensive, Pace Too Fast"
U000994,18-24,Douyin (TikTok China),iOS,0.76,15.1,No,End,Registered,92,Yes,Not Paid,2,Need More Support
U000995,35-44,Douyin (TikTok China),Android,0.56,11.3,No,Middle,Visitor,61,No,Not Paid,4,"Too Expensive, Not Enough Examples"
U000996,25-34,WeChat Moments (朋友圈),PC,0.57,11.5,No,Sales_Pitch,Visitor,62,No,Not Paid,10,Too Expensive
U000997,25-34,Douyin (TikTok China),Android,0.5,10.1,No,Sales_Pitch,Registered,88,Yes,Paid,10,"Want More Examples, Clear Structure"
U000998,35-44,Douyin (TikTok China),iOS,0.78,15.5,Yes,End,Registered,77,No,Not Paid,5,"Sales Too Pushy, Too Expensive, Need More Support"
U000999,25-34,Douyin (TikTok China),iOS,0.46,9.2,Yes,Middle,Visitor,51,No,Not Paid,9,"Not Enough Examples, Need More Support, Too Expensive"
U001000,35-44,Douyin (TikTok China),Android,0.35,7.1,No,Sales_Pitch,Visitor,49,No,Not Paid,8,"Hard to Follow, Audio Bad, Instructor Boring"
